Category,Year,Title,Venue,PDF,File
fl in top ml conference and journal,2023,Revisiting Weighted Aggregation in Federated Learning with Neural Networks,ICML,https://arxiv.org/pdf/2302.10911.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Revisiting Weighted Aggregation in Federated Learning with Neural Networks.pdf
fl in top ml conference and journal,2023,The Blessing of Heterogeneity in Federated Q-Learning: Linear Speedup and Beyond,ICML,https://arxiv.org/pdf/2305.10697.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_The Blessing of Heterogeneity in Federated Q-Learning: Linear Speedup and Beyond.pdf
fl in top ml conference and journal,2023,DoCoFL: Downlink Compression for Cross-Device Federated Learning,ICML,https://arxiv.org/pdf/2302.00543.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_DoCoFL: Downlink Compression for Cross-Device Federated Learning.pdf
fl in top ml conference and journal,2023,FeDXL: Provable Federated Learning for Deep X-Risk Optimization,ICML,https://arxiv.org/pdf/2210.14396.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_FeDXL: Provable Federated Learning for Deep X-Risk Optimization.pdf
fl in top ml conference and journal,2023,Optimizing the Collaboration Structure in Cross-Silo Federated Learning,ICML,https://arxiv.org/pdf/2306.06508.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Optimizing the Collaboration Structure in Cross-Silo Federated Learning.pdf
fl in top ml conference and journal,2023,TabLeak: Tabular Data Leakage in Federated Learning,ICML,https://arxiv.org/pdf/2210.01785.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_TabLeak: Tabular Data Leakage in Federated Learning.pdf
fl in top ml conference and journal,2023,Fed-CBS: A Heterogeneity-Aware Client Sampling Mechanism for Federated Learning via Class-Imbalance Reduction,ICML,https://arxiv.org/pdf/2209.15245.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Fed-CBS: A Heterogeneity-Aware Client Sampling Mechanism for Federated Learning via Class-.pdf
fl in top ml conference and journal,2023,Privacy-Aware Compression for Federated Learning Through Numerical Mechanism Design,ICML,https://arxiv.org/pdf/2211.03942.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Privacy-Aware Compression for Federated Learning Through Numerical Mechanism Design.pdf
fl in top ml conference and journal,2023,Efficient Personalized Federated Learning via Sparse Model-Adaptation,ICML,https://arxiv.org/pdf/2305.02776.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Efficient Personalized Federated Learning via Sparse Model-Adaptation.pdf
fl in top ml conference and journal,2023,From Noisy Fixed-Point Iterations to Private ADMM for Centralized and Federated Learning,ICML,https://arxiv.org/pdf/2302.12559.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_From Noisy Fixed-Point Iterations to Private ADMM for Centralized and Federated Learning.pdf
fl in top ml conference and journal,2023,FedVS: Straggler-Resilient and Privacy-Preserving Vertical Federated Learning for Split Models,ICML,https://arxiv.org/pdf/2304.13407.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_FedVS: Straggler-Resilient and Privacy-Preserving Vertical Federated Learning for Split Mo.pdf
fl in top ml conference and journal,2023,FedBR: Improving Federated Learning on Heterogeneous Data via Local Learning Bias Reduction,ICML,https://arxiv.org/pdf/2205.13462.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_FedBR: Improving Federated Learning on Heterogeneous Data via Local Learning Bias Reductio.pdf
fl in top ml conference and journal,2023,Towards Unbiased Training in Federated Open-world Semi-supervised Learning,ICML,https://arxiv.org/pdf/2305.00771.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Towards Unbiased Training in Federated Open-world Semi-supervised Learning.pdf
fl in top ml conference and journal,2023,Cocktail Party Attack: Breaking Aggregation-Based Privacy in Federated Learning Using Independent Component Analysis,ICML,https://arxiv.org/pdf/2209.05578.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Cocktail Party Attack: Breaking Aggregation-Based Privacy in Federated Learning Using Inde.pdf
fl in top ml conference and journal,2023,Surrogate Model Extension (SME): A Fast and Accurate Weight Update Attack on Federated Learning,ICML,https://arxiv.org/pdf/2306.00127.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Surrogate Model Extension (SME): A Fast and Accurate Weight Update Attack on Federated Lea.pdf
fl in top ml conference and journal,2023,Sketching for First Order Method: Efficient Algorithm for Low-Bandwidth Channel and Vulnerability,ICML,https://arxiv.org/pdf/2210.08371.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Sketching for First Order Method: Efficient Algorithm for Low-Bandwidth Channel and Vulner.pdf
fl in top ml conference and journal,2023,XTab: Cross-table Pretraining for Tabular Transformers,ICML,https://arxiv.org/pdf/2305.06090.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_XTab: Cross-table Pretraining for Tabular Transformers.pdf
fl in top ml conference and journal,2023,Byzantine-Robust Learning on Heterogeneous Data via Gradient Splitting,ICML,https://arxiv.org/pdf/2302.06079.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Byzantine-Robust Learning on Heterogeneous Data via Gradient Splitting.pdf
fl in top ml conference and journal,2023,LESS-VFL: Communication-Efficient Feature Selection for Vertical Federated Learning,ICML,https://arxiv.org/pdf/2305.02219.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_LESS-VFL: Communication-Efficient Feature Selection for Vertical Federated Learning.pdf
fl in top ml conference and journal,2023,FedLab: A Flexible Federated Learning Framework :fire:,JMLR,https://arxiv.org/pdf/2107.11621.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_FedLab: A Flexible Federated Learning Framework :fire:.pdf
fl in top ml conference and journal,2023,Memory-Based Optimization Methods for Model-Agnostic Meta-Learning and Personalized Federated Learning,JMLR,https://arxiv.org/pdf/2106.04911.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Memory-Based Optimization Methods for Model-Agnostic Meta-Learning and Personalized Federa.pdf
fl in top ml conference and journal,2023,A First Look into the Carbon Footprint of Federated Learning,JMLR,https://arxiv.org/pdf/2102.07627.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_A First Look into the Carbon Footprint of Federated Learning.pdf
fl in top ml conference and journal,2023,A General Theory for Federated Optimization with Asynchronous and Heterogeneous Clients Updates,JMLR,https://arxiv.org/pdf/2206.10189.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_A General Theory for Federated Optimization with Asynchronous and Heterogeneous Clients Up.pdf
fl in top ml conference and journal,2023,Tighter Regret Analysis and Optimization of Online Federated Learning,TPAMI,https://arxiv.org/pdf/2205.06491.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Tighter Regret Analysis and Optimization of Online Federated Learning.pdf
fl in top ml conference and journal,2023,Efficient Federated Learning Via Local Adaptive Amended Optimizer With Linear Speedup,TPAMI,https://arxiv.org/pdf/2308.00522.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Efficient Federated Learning Via Local Adaptive Amended Optimizer With Linear Speedup.pdf
fl in top ml conference and journal,2023,Federated Learning Via Inexact ADMM.,TPAMI,https://arxiv.org/pdf/2204.10607.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Federated Learning Via Inexact ADMM..pdf
fl in top ml conference and journal,2023,FedIPR: Ownership Verification for Federated Deep Neural Network Models,TPAMI,https://arxiv.org/pdf/2109.13236.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_FedIPR: Ownership Verification for Federated Deep Neural Network Models.pdf
fl in top ml conference and journal,2023,Decentralized Federated Averaging,TPAMI,https://arxiv.org/pdf/2104.11375.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Decentralized Federated Averaging.pdf
fl in top ml conference and journal,2023,Single-shot General Hyper-parameter Optimization for Federated Learning,ICLR,https://arxiv.org/pdf/2202.08338.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Single-shot General Hyper-parameter Optimization for Federated Learning.pdf
fl in top ml conference and journal,2023,Where to Begin? Exploring the Impact of Pre-Training and Initialization in Federated,ICLR,https://arxiv.org/pdf/2206.15387.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Where to Begin Exploring the Impact of Pre-Training and Initialization in Federated.pdf
fl in top ml conference and journal,2023,FedExP: Speeding up Federated Averaging via Extrapolation,ICLR,https://arxiv.org/pdf/2301.09604.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_FedExP: Speeding up Federated Averaging via Extrapolation.pdf
fl in top ml conference and journal,2023,DASHA: Distributed Nonconvex Optimization with Communication Compression and Optimal Oracle Complexity,ICLR,https://arxiv.org/pdf/2202.01268.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_DASHA: Distributed Nonconvex Optimization with Communication Compression and Optimal Oracl.pdf
fl in top ml conference and journal,2023,Machine Unlearning of Federated Clusters,ICLR,https://arxiv.org/pdf/2210.16424.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Machine Unlearning of Federated Clusters.pdf
fl in top ml conference and journal,2023,FedFA:  Federated Feature Augmentation,ICLR,https://arxiv.org/pdf/2301.12995.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_FedFA:  Federated Feature Augmentation.pdf
fl in top ml conference and journal,2023,Federated Learning as Variational Inference: A Scalable Expectation Propagation Approach,ICLR,https://arxiv.org/pdf/2302.04228.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Federated Learning as Variational Inference: A Scalable Expectation Propagation Approach.pdf
fl in top ml conference and journal,2023,Federated Learning from Small Datasets,ICLR,https://arxiv.org/pdf/2110.03469.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Federated Learning from Small Datasets.pdf
fl in top ml conference and journal,2023,Federated Nearest Neighbor Machine Translation,ICLR,https://arxiv.org/pdf/2302.12211.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Federated Nearest Neighbor Machine Translation.pdf
fl in top ml conference and journal,2023,Meta Knowledge Condensation for Federated Learning,ICLR,https://arxiv.org/pdf/2209.14851.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Meta Knowledge Condensation for Federated Learning.pdf
fl in top ml conference and journal,2023,Test-Time Robust Personalization for Federated Learning,ICLR,https://arxiv.org/pdf/2205.10920.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Test-Time Robust Personalization for Federated Learning.pdf
fl in top ml conference and journal,2023,Towards Understanding and Mitigating Dimensional Collapse in Heterogeneous Federated Learning,ICLR,https://arxiv.org/pdf/2210.00226.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Towards Understanding and Mitigating Dimensional Collapse in Heterogeneous Federated Learn.pdf
fl in top ml conference and journal,2023,SWIFT: Rapid Decentralized Federated Learning via Wait-Free Model Communication,ICLR,https://arxiv.org/pdf/2210.14026.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_SWIFT: Rapid Decentralized Federated Learning via Wait-Free Model Communication.pdf
fl in top ml conference and journal,2023,Private Federated Learning Without a Trusted Server: Optimal Algorithms for Convex Losses,ICLR,https://arxiv.org/pdf/2106.09779.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Private Federated Learning Without a Trusted Server: Optimal Algorithms for Convex Losses.pdf
fl in top ml conference and journal,2023,FiT: Parameter Efficient Few-shot Transfer Learning for Personalized and Federated Image Classification,ICLR,https://arxiv.org/pdf/2206.08671.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_FiT: Parameter Efficient Few-shot Transfer Learning for Personalized and Federated Image C.pdf
fl in top ml conference and journal,2023,Multimodal Federated Learning via Contrastive Representation Ensemble,ICLR,https://arxiv.org/pdf/2302.08888.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Multimodal Federated Learning via Contrastive Representation Ensemble.pdf
fl in top ml conference and journal,2023,Faster federated optimization under second-order similarity,ICLR,https://arxiv.org/pdf/2209.02257.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Faster federated optimization under second-order similarity.pdf
fl in top ml conference and journal,2023,The Best of Both Worlds: Accurate  Global and Personalized Models through Federated Learning with Data-Free Hyper-Knowledge Distillation,ICLR,https://arxiv.org/pdf/2301.08968.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_The Best of Both Worlds: Accurate  Global and Personalized Models through Federated Learni.pdf
fl in top ml conference and journal,2023,FedDAR: Federated Domain-Aware Representation Learning,ICLR,https://arxiv.org/pdf/2209.04007.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_FedDAR: Federated Domain-Aware Representation Learning.pdf
fl in top ml conference and journal,2023,FLIP: A Provable Defense Framework for Backdoor Mitigation in Federated Learning,ICLR,https://arxiv.org/pdf/2210.12873.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_FLIP: A Provable Defense Framework for Backdoor Mitigation in Federated Learning.pdf
fl in top ml conference and journal,2023,On the Importance and Applicability of Pre-Training for Federated Learning,ICLR,https://arxiv.org/pdf/2206.11488.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_On the Importance and Applicability of Pre-Training for Federated Learning.pdf
fl in top ml conference and journal,2023,Decepticons: Corrupted Transformers Breach Privacy in Federated Learning for Language Models,ICLR,https://arxiv.org/pdf/2201.12675.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2023_Decepticons: Corrupted Transformers Breach Privacy in Federated Learning for Language Mode.pdf
fl in top ml conference and journal,2023,"A Statistical Framework for Personalized Federated Learning and Estimation: Theory, Algorithms, and Privacy",ICLR,https://arxiv.org/pdf/2207.01771.pdf,"AwesomeFL_PDF/fl in top ml conference and journal/2023_A Statistical Framework for Personalized Federated Learning and Estimation: Theory, Algori.pdf"
